parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea,fullAddress,latitude,longitude,distanceFromWarehouseMeters
81-06-02-33-000,915 MOXAHALA AVE,"$22,500.00",2,1901,4,1,0,1884,YES,711,"915 MOXAHALA AVE, Zanesville OH",39.9244859,-82.00562819999999,1795.158192899313
81-07-01-03-000,1010 MOXAHALA AVE,"$20,050.00",2,1901,2,2,0,1396,YES,256,"1010 MOXAHALA AVE, Zanesville OH",39.9230128,-82.0051402,1854.8394573962782
81-05-03-11-000,838 PUTNAM AVE,"$19,300.00",NA,NA,NA,NA,NA,NA,NA,NA,"838 PUTNAM AVE, Zanesville OH",39.9255769,-82.006455,1720.432371913731
81-05-03-12-000,844 PUTNAM AVE,"$14,000.00",2,1901,4,1,1,2063,YES,468,"844 PUTNAM AVE, Zanesville OH",39.9254465,-82.006579,1709.9119022118236
81-05-03-29-000,825 MOXAHALA AVE,"$21,900.00",1.5,1901,2,1,0,1092,YES,466,"825 MOXAHALA AVE, Zanesville OH",39.9258548,-82.0056549,1788.9955663802014
81-05-03-30-000,823 MOXAHALA AVE,"$27,100.00",NA,NA,NA,NA,NA,NA,NA,NA,"823 MOXAHALA AVE, Zanesville OH",39.925959,-82.00582299999999,1774.8844901083417
81-06-01-08-000,MOXAHALA AVE,"$3,500.00",NA,NA,NA,NA,NA,NA,NA,NA,"MOXAHALA AVE, Zanesville OH",39.9151264,-82.0051831,2167.8818593813025
81-06-01-09-000,916 MOXAHALA AVE,"$3,500.00",NA,NA,NA,NA,NA,NA,NA,NA,"916 MOXAHALA AVE, Zanesville OH",39.924483,-82.004942,1853.629335615393
81-06-01-10-000,920 MOXAHALA AVE,"$3,500.00",NA,NA,NA,NA,NA,NA,NA,NA,"920 MOXAHALA AVE, Zanesville OH",39.9240112,-82.0049241,1859.353258205939
81-06-01-15-000,944 MOXAHALA AVE,"$3,500.00",NA,NA,NA,NA,NA,NA,NA,NA,"944 MOXAHALA AVE, Zanesville OH",39.923838,-82.00492,1861.6124369767417
81-06-01-17-000,956 MOXAHALA AVE,"$4,000.00",NA,NA,NA,NA,NA,NA,NA,NA,"956 MOXAHALA AVE, Zanesville OH",39.923602,-82.00491199999999,1865.2119191513216
81-06-01-21-000,965 MUSKINGUM AVE,"$4,500.00",NA,NA,NA,NA,NA,NA,NA,NA,"965 MUSKINGUM AVE, Zanesville OH",39.923301,-82.004145,1934.3595878508534
81-06-01-22-000,963 MUSKINGUM AVE,"$4,700.00",NA,NA,NA,NA,NA,NA,NA,NA,"963 MUSKINGUM AVE, Zanesville OH",39.92341500000001,-82.0041509,1932.2355404616483
81-06-01-30-000,919 MUSKINGUM AVE,"$25,000.00",1,1901,3,1,0,1148,YES,574,"919 MUSKINGUM AVE, Zanesville OH",39.924363,-82.004221,1915.9504601430433
81-06-02-05-000,126 PIERCE ST,"$40,200.00",2,1901,3,3,0,2098,YES,1073,"126 PIERCE ST, Zanesville OH",39.9247113,-82.0062828,1737.8302470091019
81-06-02-18-000,950 PUTNAM AVE,"$15,900.00",2,1901,3,1,0,1154,YES,448,"950 PUTNAM AVE, Zanesville OH",39.923658,-82.006554,1725.3087313969195
81-06-02-21-000,129 ELMORE ST,"$11,700.00",2,1901,6,1,0,2600,YES,558,"129 ELMORE ST, Zanesville OH",NA,NA,NA
81-06-02-24-000,957 MOXAHALA AVE,"$25,800.00",2,1901,2,1,0,1237,YES,370,"957 MOXAHALA AVE, Zanesville OH",39.923558,-82.00573299999999,1796.2394363246558
81-06-02-26-000,947 MOXAHALA AVE,"$13,900.00",1,1901,2,1,0,645,YES,322,"947 MOXAHALA AVE, Zanesville OH",39.923735,-82.00562599999999,1802.950677328152
81-06-02-30-000,MOXAHALA AVE,"$2,600.00",NA,NA,NA,NA,NA,NA,NA,NA,"MOXAHALA AVE, Zanesville OH",39.9151264,-82.0051831,2167.8818593813025
17-19-03-44-000,1434 COLBURN DR,"$221,700.00",1,2002,4,3,1,2414,YES,2400,"1434 COLBURN DR, Zanesville OH",39.99019699999999,-82.043775,7340.87658446071
17-19-03-47-000,1407 COLBURN DR,"$251,000.00",1,2006,3,3,1,2458,YES,2458,"1407 COLBURN DR, Zanesville OH",39.990533,-82.042737,7360.456794949577
17-19-03-51-000,1427 BART LN,"$243,200.00",2,2001,4,2,1,3344,YES,2008,"1427 BART LN, Zanesville OH",39.991648,-82.04251699999999,7478.9929451649805
17-19-03-54-000,1416 BART LN,"$248,100.00",1,2006,3,4,0,2384,YES,2384,"1416 BART LN, Zanesville OH",39.9910349,-82.042733,7415.285772820378
17-19-03-58-000,1368 DONOVAN WAY,"$220,600.00",1,2007,3,3,1,1972,YES,1972,"1368 DONOVAN WAY, Zanesville OH",39.9896447,-82.0406629,7231.8946346555495
17-19-03-59-000,1364 DONOVAN WAY,"$226,900.00",1,2008,3,2,0,1706,YES,1680,"1364 DONOVAN WAY, Zanesville OH",39.9895797,-82.0398224,7213.200913913593
17-19-03-61-000,1359 DONOVAN WAY,"$242,000.00",1,2005,3,2,1,2707,YES,2707,"1359 DONOVAN WAY, Zanesville OH",39.9900498,-82.0403228,7271.642292169078
17-19-01-53-550,3554 COLONY HILL DR,"$88,500.00",1,2004,2,1,0,864,NO,0,"3554 COLONY HILL DR, Zanesville OH",39.9959843,-82.030256,7843.660611244062
17-19-01-54-550,3550 COLONY HILL DR,"$96,600.00",1,2004,2,1,0,864,NO,0,"3550 COLONY HILL DR, Zanesville OH",39.9959885,-82.030132,7843.71507215103
17-19-01-68-550,3694 COLONY HILL DR,"$92,200.00",1,2004,2,1,0,864,NO,0,"3694 COLONY HILL DR, Zanesville OH",39.9962159,-82.031353,7873.6796990024595
81-06-02-31-000,923 MOXAHALA AVE,"$2,700.00",NA,NA,NA,NA,NA,NA,NA,NA,"923 MOXAHALA AVE, Zanesville OH",39.924252,-82.005757,1786.1558119995905
81-06-02-32-000,919 MOXAHALA AVE,"$2,100.00",NA,NA,NA,NA,NA,NA,NA,NA,"919 MOXAHALA AVE, Zanesville OH",39.924364,-82.00576099999999,1784.8259788522084
81-07-01-01-000,1056 MOXAHALA AVE,"$4,000.00",NA,NA,NA,NA,NA,NA,NA,NA,"1056 MOXAHALA AVE, Zanesville OH",39.92193899999999,-82.0048879,1898.0198824914266
81-07-01-12-000,1044 MOXAHALA AVE,"$2,200.00",NA,NA,NA,NA,NA,NA,NA,NA,"1044 MOXAHALA AVE, Zanesville OH",39.922218,-82.004938,1887.4366427029843
81-07-01-13-000,1048 MOXAHALA AVE,"$16,700.00",2,1901,3,1,0,1408,YES,352,"1048 MOXAHALA AVE, Zanesville OH",39.9221583,-82.0050559,1878.9086195411364
81-07-01-16-000,1060 MOXAHALA AVE,"$13,400.00",2,1901,3,1,0,1632,YES,816,"1060 MOXAHALA AVE, Zanesville OH",39.921871,-82.0048879,1899.6512153060771
81-07-01-20-000,1072 MOXAHALA AVE,"$16,200.00",2,1901,3,1,0,1408,YES,352,"1072 MOXAHALA AVE, Zanesville OH",39.9216186,-82.005037,1893.5757192916801
81-07-01-25-000,1043 MUSKINGUM AVE,"$2,500.00",NA,NA,NA,NA,NA,NA,NA,NA,"1043 MUSKINGUM AVE, Zanesville OH",39.922182,-82.004192,1950.6736114879225
81-07-01-29-000,1025 MUSKINGUM AVE,"$34,500.00",2,1900,2,1,0,1318,YES,272,"1025 MUSKINGUM AVE, Zanesville OH",39.9226373,-82.0040169,1956.2145396579524
81-07-01-33-000,1007 MUSKINGUM AVE,"$17,000.00",2,1901,2,1,0,1168,YES,256,"1007 MUSKINGUM AVE, Zanesville OH",NA,NA,NA
81-07-02-06-000,1022 PUTNAM AVE,"$6,700.00",2,1901,3,1,0,1024,YES,256,"1022 PUTNAM AVE, Zanesville OH",39.9226941,-82.0065498,1742.229674379293
81-07-02-19-000,1063 MOXAHALA AVE,"$26,400.00",1,1901,3,1,0,1188,YES,562,"1063 MOXAHALA AVE, Zanesville OH",39.9217779,-82.0055564,1846.3348011083895
81-07-02-22-000,1045 MOXAHALA AVE,"$55,200.00",2,1901,3,1,0,1592,YES,398,"1045 MOXAHALA AVE, Zanesville OH",39.9221937,-82.00552370000001,1839.0067509683158
81-07-02-26-000,1017 MOXAHALA AVE,"$25,800.00",2,1901,3,1,1,1608,YES,392,"1017 MOXAHALA AVE, Zanesville OH",39.92280880000001,-82.00556259999999,1822.9244049629754
81-07-03-02-000,1037 PUTNAM AVE,"$16,300.00",2,1901,3,1,0,1800,YES,305,"1037 PUTNAM AVE, Zanesville OH",39.9223176,-82.0069181,1719.698772745159
81-07-03-03-000,1043 PUTNAM AVE,"$17,300.00",2,1901,2,1,1,1639,YES,320,"1043 PUTNAM AVE, Zanesville OH",39.92220409999999,-82.00688459999999,1725.2029884664275
81-07-03-04-000,1051 PUTNAM AVE,"$2,700.00",NA,NA,NA,NA,NA,NA,NA,NA,"1051 PUTNAM AVE, Zanesville OH",39.922035,-82.006905,1727.706280704151
81-06-02-01-000,104 PIERCE ST,"$23,900.00",2,1901,2,1,0,1056,YES,608,"104 PIERCE ST, Zanesville OH",39.92473349999999,-82.0055932,1796.4812829312732
81-06-02-04-000,116 PIERCE ST,"$8,000.00",2,1901,4,1,0,1456,YES,364,"116 PIERCE ST, Zanesville OH",39.924687,-82.005995,1762.5126598337413
81-06-02-07-000,PUTNAM AVE,"$666,600.00",NA,NA,NA,NA,NA,NA,NA,NA,"PUTNAM AVE, Zanesville OH",39.9248564,-82.0068538,1688.313604933527
81-06-02-19-000,956 PUTNAM AVE,"$38,400.00",2,1901,5,3,0,2748,YES,687,"956 PUTNAM AVE, Zanesville OH",39.923514,-82.006377,1742.3478280923705
81-06-02-22-000,961 MOXAHALA AVE,"$2,500.00",NA,NA,NA,NA,NA,NA,NA,NA,"961 MOXAHALA AVE, Zanesville OH",39.923364,-82.005726,1799.6663482020356
81-06-02-25-000,951 MOXAHALA AVE,"$15,300.00",1,1901,3,1,0,755,YES,377,"951 MOXAHALA AVE, Zanesville OH",39.923658,-82.00560329999999,1805.8719325932593
81-07-01-02-000,1006 MOXAHALA AVE,"$32,900.00",1,1901,2,1,0,984,YES,352,"1006 MOXAHALA AVE, Zanesville OH",39.9230884,-82.0050627,1860.1029927198165
81-07-01-04-000,1016 MOXAHALA AVE,"$24,600.00",2,1901,2,1,0,980,YES,196,"1016 MOXAHALA AVE, Zanesville OH",39.9228774,-82.00511220000001,1859.5811923839171
81-07-01-06-000,1024 MOXAHALA AVE,"$25,700.00",1.5,1901,3,1,0,1458,YES,256,"1024 MOXAHALA AVE, Zanesville OH",39.9226983,-82.0050467,1868.4203554207743
81-07-01-07-000,1032 MOXAHALA AVE,"$3,000.00",NA,NA,NA,NA,NA,NA,NA,NA,"1032 MOXAHALA AVE, Zanesville OH",39.9225541,-82.00505390000001,1870.6395170888145
81-07-01-08-000,1024 MOXAHALA AVE,$500.00,NA,NA,NA,NA,NA,NA,NA,NA,"1024 MOXAHALA AVE, Zanesville OH",39.9226983,-82.0050467,1868.4203554207743
81-07-01-13-001,MOXAHALA AVE,$300.00,NA,NA,NA,NA,NA,NA,NA,NA,"MOXAHALA AVE, Zanesville OH",39.9151264,-82.0051831,2167.8818593813025
81-07-01-15-000,1056 MOXAHALA AVE,"$27,000.00",1.5,1901,3,1,1,1352,YES,308,"1056 MOXAHALA AVE, Zanesville OH",39.92193899999999,-82.0048879,1898.0198824914266
81-07-01-30-000,1023 MUSKINGUM AVE,"$22,300.00",2,1901,2,1,0,1216,YES,512,"1023 MUSKINGUM AVE, Zanesville OH",39.92269890000001,-82.0039725,1958.816697389771
81-07-01-32-000,1011 MUSKINGUM AVE,"$14,100.00",2,1901,2,1,0,1105,YES,256,"1011 MUSKINGUM AVE, Zanesville OH",39.92285200000001,-82.00411,1944.5019498108286
81-07-01-34-000,1001 MUSKINGUM AVE,"$27,100.00",2,1901,3,1,0,1216,YES,496,"1001 MUSKINGUM AVE, Zanesville OH",39.923146,-82.004143,1936.868332301179
81-07-02-01-000,1003 MOXAHALA AVE,"$41,100.00",2,1901,3,1,0,1880,YES,400,"1003 MOXAHALA AVE, Zanesville OH",39.9231186,-82.0055867,1815.3703650458226
81-07-02-11-000,1040 PUTNAM AVE,"$26,000.00",2,1901,3,1,0,1176,YES,504,"1040 PUTNAM AVE, Zanesville OH",39.9222864,-82.00643219999999,1760.9871708266685
81-07-02-12-000,1048 PUTNAM AVE,"$18,700.00",2,1901,3,1,0,1576,YES,788,"1048 PUTNAM AVE, Zanesville OH",39.9221575,-82.0063509,1770.8087502149772
81-07-02-15-000,1058 PUTNAM AVE,"$41,700.00",1,1901,3,1,0,926,YES,463,"1058 PUTNAM AVE, Zanesville OH",39.92193,-82.00629479999999,1781.0936168883854
81-07-02-16-000,1064 PUTNAM AVE,"$3,800.00",NA,NA,NA,NA,NA,NA,NA,NA,"1064 PUTNAM AVE, Zanesville OH",39.921763,-82.0061829,1794.7073501222242
81-07-02-17-000,1070 PUTNAM AVE,"$24,200.00",1,1901,4,1,0,1285,YES,642,"1070 PUTNAM AVE, Zanesville OH",39.9216529,-82.0062828,1789.3776656923083
81-07-02-28-000,1009 MOXAHALA AVE,"$25,200.00",1,1901,3,1,0,1282,YES,551,"1009 MOXAHALA AVE, Zanesville OH",39.9230114,-82.0055953,1816.4854387322646
81-07-03-01-000,1033 PUTNAM AVE,"$38,700.00",2,1901,3,1,0,1356,NO,0,"1033 PUTNAM AVE, Zanesville OH",39.9224252,-82.00693439999999,1715.846517336795
81-07-03-08-000,1069 PUTNAM AVE,"$40,400.00",2,1901,4,2,0,1962,YES,490,"1069 PUTNAM AVE, Zanesville OH",39.9216569,-82.0067986,1746.5986848327912
81-07-03-14-000,1014 WOODLAWN AVE,"$19,600.00",2,1901,3,2,0,1648,YES,400,"1014 WOODLAWN AVE, Zanesville OH",39.922151,-82.00760199999999,1666.825267663823
81-07-03-15-000,1012 WOODLAWN AVE,"$38,500.00",1,1901,2,1,0,1296,YES,468,"1012 WOODLAWN AVE, Zanesville OH",39.9223126,-82.0076097,1662.1557164972073
81-08-01-07-000,1102 MOXAHALA AVE,"$10,700.00",2,1890,3,2,0,1771,YES,667,"1102 MOXAHALA AVE, Zanesville OH",39.921415,-82.004989,1902.9572955119988
81-08-01-08-000,1104 MOXAHALA AVE,"$15,100.00",2,1901,2,1,0,1190,YES,728,"1104 MOXAHALA AVE, Zanesville OH",39.921346,-82.004988,1904.9264794992037
81-08-01-14-000,MOXAHALA AVE,"$2,800.00",NA,NA,NA,NA,NA,NA,NA,NA,"MOXAHALA AVE, Zanesville OH",39.9151264,-82.0051831,2167.8818593813025
81-08-01-15-000,1140 MOXAHALA AVE,"$19,800.00",2,1901,2,0,1,868,YES,217,"1140 MOXAHALA AVE, Zanesville OH",39.920594,-82.004869,1937.0825366813315
81-08-02-01-000,120 LINCOLN ST,"$51,200.00",2,1901,3,1,0,1440,YES,672,"120 LINCOLN ST, Zanesville OH",39.9213672,-82.0056695,1848.0097542861213
81-08-02-17-000,1133 MOXAHALA AVE,"$22,000.00",2,1901,2,1,0,1032,YES,378,"1133 MOXAHALA AVE, Zanesville OH",39.9207363,-82.0055331,1878.2239804671797
81-08-02-19-000,1119 MOXAHALA AVE,"$36,200.00",2,1925,2,1,0,1300,YES,788,"1119 MOXAHALA AVE, Zanesville OH",39.920969,-82.005628,1863.1609376596753
81-08-02-21-000,1109 MOXAHALA AVE,"$29,700.00",1,1901,2,1,0,1018,YES,509,"1109 MOXAHALA AVE, Zanesville OH",39.9212988,-82.0055546,1859.437015725377
81-08-03-01-000,222 LINCOLN ST,"$11,300.00",2,1901,4,1,0,2304,YES,1152,"222 LINCOLN ST, Zanesville OH",39.9213826,-82.0072922,1713.9026917712974
81-07-01-17-000,1062 MOXAHALA AVE,"$13,800.00",2,1901,2,1,0,1064,YES,203,"1062 MOXAHALA AVE, Zanesville OH",39.9218357,-82.0050292,1888.7418797929045
81-07-01-21-000,MUSKINGUM AVE,"$2,500.00",NA,NA,NA,NA,NA,NA,NA,NA,"MUSKINGUM AVE, Zanesville OH",39.9290567,-82.00408809999999,1961.035075630891
81-07-01-24-000,MUSKINGUM AVE,"$2,500.00",NA,NA,NA,NA,NA,NA,NA,NA,"MUSKINGUM AVE, Zanesville OH",39.9290567,-82.00408809999999,1961.035075630891
81-07-01-31-000,MUSKINGUM AVE,"$4,000.00",NA,NA,NA,NA,NA,NA,NA,NA,"MUSKINGUM AVE, Zanesville OH",39.9290567,-82.00408809999999,1961.035075630891
81-07-02-02-000,128 ELMORE ST,"$49,080.00",2,1901,4,2,0,2580,YES,645,"128 ELMORE ST, Zanesville OH",39.9231463,-82.00618759999999,1764.1993590375403
81-07-02-05-000,1016 PUTNAM AVE,"$22,000.00",2,1901,4,1,0,1470,YES,846,"1016 PUTNAM AVE, Zanesville OH",39.922843,-82.0065414,1739.9548163734362
81-07-02-08-000,1030 PUTNAM AVE,"$3,800.00",NA,NA,NA,NA,NA,NA,NA,NA,"1030 PUTNAM AVE, Zanesville OH",39.922527,-82.006323,1764.7521182463697
81-07-02-09-000,1034 PUTNAM AVE,"$19,600.00",2,1901,2,1,0,976,YES,217,"1034 PUTNAM AVE, Zanesville OH",39.9224629,-82.00652269999999,1749.4273041145343
81-07-02-10-000,1036 PUTNAM AVE,"$22,300.00",2,1901,2,1,0,1152,YES,240,"1036 PUTNAM AVE, Zanesville OH",39.9224031,-82.0064831,1754.0713108931302
81-07-02-20-000,1055 MOXAHALA AVE,"$15,200.00",2,1901,3,1,1,1670,YES,440,"1055 MOXAHALA AVE, Zanesville OH",39.9219541,-82.0055318,1843.9854804253596
81-07-02-21-000,1051 MOXAHALA AVE,"$47,300.00",2,1901,4,2,0,2688,YES,192,"1051 MOXAHALA AVE, Zanesville OH",39.92204,-82.00564399999999,1832.5596775775152
81-07-03-11-000,1034 WOODLAWN AVE,"$18,200.00",2,1901,3,1,0,1126,YES,428,"1034 WOODLAWN AVE, Zanesville OH",39.9217813,-82.007576,1678.878185669024
81-07-03-12-000,1028 WOODLAWN AVE,"$20,700.00",1,1901,3,1,0,1290,YES,568,"1028 WOODLAWN AVE, Zanesville OH",39.9218993,-82.0075493,1677.8276883449096
81-08-01-10-000,1116 MOXAHALA AVE,"$23,550.00",1,1920,2,1,0,952,YES,476,"1116 MOXAHALA AVE, Zanesville OH",39.921109,-82.00487799999999,1920.6953712390705
81-08-01-12-000,1122 MOXAHALA AVE,"$22,580.00",2,1901,2,1,0,1184,YES,672,"1122 MOXAHALA AVE, Zanesville OH",39.9206969,-82.00487,1933.7488906790013
81-08-01-13-000,MOXAHALA AVE,"$2,800.00",NA,NA,NA,NA,NA,NA,NA,NA,"MOXAHALA AVE, Zanesville OH",39.9151264,-82.0051831,2167.8818593813025
81-08-01-16-000,1142 MOXAHALA AVE,"$28,200.00",2,1901,2,1,0,1036,YES,385,"1142 MOXAHALA AVE, Zanesville OH",39.920526,-82.00486699999999,1939.4289283493206
81-08-01-17-000,1144 MOXAHALA AVE,"$8,200.00",2,1901,2,1,0,1134,YES,483,"1144 MOXAHALA AVE, Zanesville OH",39.9204685,-82.0050049,1930.0429813572118
81-08-01-18-000,27 JOHNSON ST,"$18,200.00",1,1940,2,1,0,720,YES,360,"27 JOHNSON ST, Zanesville OH",39.9204472,-82.00465890000001,1958.9790177940527
81-08-01-25-900,MUSKINGUM AVE,"$23,800.00",NA,NA,NA,NA,NA,NA,NA,NA,"MUSKINGUM AVE, Zanesville OH",39.9290567,-82.00408809999999,1961.035075630891
81-08-02-02-000,1104 PUTNAM AVE,"$4,900.00",NA,NA,NA,NA,NA,NA,NA,NA,"1104 PUTNAM AVE, Zanesville OH",39.921379,-82.006176,1805.8766929336869
81-08-02-09-000,1136 PUTNAM AVE,"$1,300.00",NA,NA,NA,NA,NA,NA,NA,NA,"1136 PUTNAM AVE, Zanesville OH",39.920658,-82.006162,1829.4498300931646
81-08-02-12-000,1146 PUTNAM AVE,"$53,100.00",2,1901,5,3,0,2688,YES,788,"1146 PUTNAM AVE, Zanesville OH",39.9204242,-82.00624380000001,1830.780923493965
81-08-04-17-000,1235 PUTNAM AVE,"$2,700.00",NA,NA,NA,NA,NA,NA,NA,NA,"1235 PUTNAM AVE, Zanesville OH",39.919469,-82.0067814,1824.188225435524
81-08-04-18-000,1227 PUTNAM AVE,"$33,100.00",2,1901,6,2,0,2496,YES,224,"1227 PUTNAM AVE, Zanesville OH",39.9196178,-82.0067548,1820.1897608114343
81-08-04-22-000,1213 PUTNAM AVE,"$2,200.00",NA,NA,NA,NA,NA,NA,NA,NA,"1213 PUTNAM AVE, Zanesville OH",39.919934,-82.006863,1798.9922026497393
81-08-05-04-000,1206 PUTNAM AVE,"$36,300.00",2,1901,2,1,0,1202,YES,351,"1206 PUTNAM AVE, Zanesville OH",39.9201455,-82.00624719999999,1840.470124834782
81-08-05-10-000,1222 PUTNAM AVE,"$1,800.00",NA,NA,NA,NA,NA,NA,NA,NA,"1222 PUTNAM AVE, Zanesville OH",39.919668,-82.00614399999999,1866.8652686726746
81-08-05-11-000,1222 PUTNAM AVE,"$27,600.00",2,1901,3,1,0,1344,YES,432,"1222 PUTNAM AVE, Zanesville OH",39.919668,-82.00614399999999,1866.8652686726746
81-08-05-12-000,1228 PUTNAM AVE,"$16,000.00",2,1901,2,0,1,1148,YES,434,"1228 PUTNAM AVE, Zanesville OH",39.9195954,-82.006232,1862.7120711213179
81-08-05-16-000,1242 PUTNAM AVE,"$5,700.00",NA,NA,NA,NA,NA,NA,NA,NA,"1242 PUTNAM AVE, Zanesville OH",39.9193243,-82.0059706,1894.4554272381163
81-08-05-19-000,1243 MOXAHALA AVE,"$30,300.00",2,1930,2,1,0,1136,YES,652,"1243 MOXAHALA AVE, Zanesville OH",39.9193137,-82.00543019999999,1937.8604620384756
81-08-05-20-000,1237 MOXAHALA AVE,"$13,200.00",2,1930,2,0,0,1136,YES,410,"1237 MOXAHALA AVE, Zanesville OH",39.919372,-82.00559799999999,1922.1586697370608
81-08-05-21-000,1229 MOXAHALA AVE,"$2,700.00",NA,NA,NA,NA,NA,NA,NA,NA,"1229 MOXAHALA AVE, Zanesville OH",39.9194869,-82.0056,1917.4368465707537
81-08-02-14-000,1141 MOXAHALA AVE,"$36,800.00",2,1920,3,1,0,1372,YES,696,"1141 MOXAHALA AVE, Zanesville OH",39.9205392,-82.0055272,1885.1220332699133
81-08-02-15-000,1139 MOXAHALA AVE,"$32,400.00",2,1901,3,1,0,1220,YES,385,"1139 MOXAHALA AVE, Zanesville OH",39.9206054,-82.0055306,1882.663735474684
81-08-03-02-000,1102 WOODLAWN AVE,"$35,900.00",2,1901,2,1,0,1280,YES,490,"1102 WOODLAWN AVE, Zanesville OH",39.9213949,-82.00757999999999,1689.898338009206
81-08-03-03-000,1110 WOODLAWN AVE,"$26,700.00",2,1901,3,1,0,1557,YES,360,"1110 WOODLAWN AVE, Zanesville OH",39.92124760000001,-82.0075787,1694.5991811817464
81-08-03-06-000,WOODLAWN AVE,$200.00,NA,NA,NA,NA,NA,NA,NA,NA,"WOODLAWN AVE, Zanesville OH",39.9249344,-82.00826599999999,1567.4805692774833
81-08-03-10-000,1138 WOODLAWN AVE,"$31,100.00",2,1901,2,1,0,1479,YES,312,"1138 WOODLAWN AVE, Zanesville OH",39.9205779,-82.0075092,1722.9206065062776
81-08-03-13-000,1145 PUTNAM AVE,"$23,300.00",1,1901,2,1,0,1318,YES,1318,"1145 PUTNAM AVE, Zanesville OH",39.9204334,-82.0067632,1788.3988389999593
81-08-03-15-000,1139 PUTNAM AVE,"$1,500.00",NA,NA,NA,NA,NA,NA,NA,NA,"1139 PUTNAM AVE, Zanesville OH",39.9205896,-82.0067632,1782.903867188787
81-08-03-21-000,1111 PUTNAM AVE,"$2,300.00",NA,NA,NA,NA,NA,NA,NA,NA,"1111 PUTNAM AVE, Zanesville OH",39.9212,-82.00688799999999,1752.6751061044874
81-08-03-24-000,204 LINCOLN ST,"$9,400.00",NA,NA,NA,NA,NA,NA,NA,NA,"204 LINCOLN ST, Zanesville OH",39.9213713,-82.00691450000001,1745.2860008911473
81-08-04-06-000,1216 WOODLAWN AVE,"$28,600.00",2,1901,2,1,0,1312,YES,400,"1216 WOODLAWN AVE, Zanesville OH",39.91986869999999,-82.00749789999999,1750.9329372455152
81-08-04-09-000,1230 WOODLAWN AVE,"$16,200.00",2,1901,2,1,0,992,YES,496,"1230 WOODLAWN AVE, Zanesville OH",39.9195828,-82.00752469999999,1760.6225293255304
81-08-03-09-000,1134 WOODLAWN AVE,"$28,300.00",2,1920,4,1,0,1646,YES,367,"1134 WOODLAWN AVE, Zanesville OH",39.920706,-82.0075131,1718.0484500104253
17-19-01-70-550,3702 COLONY HILL DR,"$105,200.00",1,2004,2,2,0,912,NO,0,"3702 COLONY HILL DR, Zanesville OH",39.9961259,-82.031491,7864.289250853157
17-19-01-72-550,3696 COLONY HILL DR,"$121,600.00",1,2004,3,2,0,1152,NO,0,"3696 COLONY HILL DR, Zanesville OH",39.995945,-82.03147799999999,7844.121099763066
17-19-01-80-550,3734 COLONY HILL DR,"$105,200.00",1,2004,2,2,0,912,NO,0,"3734 COLONY HILL DR, Zanesville OH",39.996117,-82.032382,7867.694348771041
17-19-01-81-550,3732 COLONY HILL DR,"$101,400.00",1,2004,2,2,0,912,NO,0,"3732 COLONY HILL DR, Zanesville OH",39.99602700000001,-82.03238999999999,7857.738128677235
17-19-01-86-550,3748 COLONY HILL DR,"$101,400.00",1,2004,2,2,0,912,NO,0,"3748 COLONY HILL DR, Zanesville OH",39.996132,-82.03296499999999,7872.631655837936
17-19-01-87-550,3750 COLONY HILL DR,"$121,600.00",1,2004,3,2,0,1152,NO,0,"3750 COLONY HILL DR, Zanesville OH",39.996167,-82.033073,7877.1585232556
17-19-01-88-550,3754 COLONY HILL DR,"$88,500.00",1,2004,2,1,0,864,NO,0,"3754 COLONY HILL DR, Zanesville OH",39.996078,-82.033434,7869.4951827232335
17-19-01-92-550,3752 COLONY HILL DR,"$121,600.00",1,2004,3,2,0,1152,NO,0,"3752 COLONY HILL DR, Zanesville OH",39.995856,-82.033193,7843.350442024578
17-19-01-63-550,3684 COLONY HILL DR,"$88,500.00",1,2004,2,1,0,864,NO,0,"3684 COLONY HILL DR, Zanesville OH",39.995983,-82.031151,7846.917535609042
17-19-01-64-550,3682 COLONY HILL DR,"$96,600.00",1,2004,2,1,0,864,NO,0,"3682 COLONY HILL DR, Zanesville OH",39.995987,-82.031026,7846.842661363295
81-08-03-19-000,1121 PUTNAM AVE,"$26,600.00",2,1901,3,1,1,1600,YES,704,"1121 PUTNAM AVE, Zanesville OH",39.9210126,-82.0067902,1766.5881419576701
81-08-04-01-000,1203 PUTNAM AVE,"$36,200.00",2,1901,3,1,0,1852,YES,800,"1203 PUTNAM AVE, Zanesville OH",39.9201605,-82.0067375,1800.4295240753381
81-08-04-08-000,1226 WOODLAWN AVE,"$16,100.00",2,1901,2,1,0,1072,YES,328,"1226 WOODLAWN AVE, Zanesville OH",39.9196553,-82.00751819999999,1758.0922100353257
81-08-04-12-000,1240 WOODLAWN AVE,"$28,650.00",1,1930,2,1,0,868,YES,434,"1240 WOODLAWN AVE, Zanesville OH",39.919359,-82.007493,1772.7113352638232
81-08-04-19-000,1223 PUTNAM AVE,"$16,300.00",2,1901,3,1,0,1330,YES,364,"1223 PUTNAM AVE, Zanesville OH",39.91971119999999,-82.00673650000002,1817.8817834194738
81-08-04-21-000,1217 PUTNAM AVE,"$27,400.00",2,1901,2,1,0,1266,YES,519,"1217 PUTNAM AVE, Zanesville OH",39.9198608,-82.00669590000001,1815.2084001185221
